member_id,phrase,augmentation,mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13,mfcc_mean_14,mfcc_std_14,mfcc_mean_15,mfcc_std_15,mfcc_mean_16,mfcc_std_16,mfcc_mean_17,mfcc_std_17,mfcc_mean_18,mfcc_std_18,mfcc_mean_19,mfcc_std_19,mfcc_mean_20,mfcc_std_20,rolloff_mean,rolloff_std,rms_mean,rms_std
Christophe,yes_approve,original,-462.4716796875,133.8343048095703,67.1556396484375,93.73078155517578,27.14763641357422,30.231096267700195,18.322120666503906,33.52442169189453,5.856513023376465,25.567197799682617,0.2582591772079468,23.716533660888672,-7.306238174438477,22.911787033081055,7.455108165740967,9.46031379699707,-13.877349853515625,12.677511215209961,0.651718258857727,10.730271339416504,-6.047525882720947,15.28571605682373,-1.4684101343154907,13.596317291259766,-5.840265274047852,7.674079895019531,-2.5559098720550537,10.879151344299316,-19.474384307861328,9.303730010986328,9.586482048034668,8.623855590820312,-10.740119934082031,7.585772514343262,6.544854164123535,7.146432876586914,-5.741800308227539,6.83351993560791,-1.0901870727539062,6.559496879577637,5410.962665264423,3196.540204373099,0.013558778911828995,0.008978591300547123
Christophe,yes_approve,pitch_shifted,-476.51043701171875,105.91262817382812,69.98865509033203,93.7712631225586,25.38786506652832,33.178123474121094,15.59801197052002,37.27104187011719,0.615310549736023,18.730131149291992,-3.1474485397338867,18.443222045898438,-5.619722843170166,25.932641983032227,1.1332811117172241,11.488417625427246,-17.49936294555664,11.091839790344238,3.339540719985962,11.998431205749512,-10.278801918029785,14.443443298339844,-3.9104325771331787,6.985640525817871,-9.129935264587402,9.23830795288086,-11.042760848999023,7.733359336853027,-0.86151522397995,7.406582355499268,4.286020278930664,7.748590469360352,-9.314838409423828,9.801793098449707,6.354918956756592,8.79909610748291,-12.879168510437012,6.073828220367432,2.412670135498047,7.580201625823975,5267.187124399038,3141.4066338049265,0.010065151378512383,0.006199055816978216
Christophe,yes_approve,time_stretched,-464.21636962890625,102.66411590576172,72.2679214477539,94.1870346069336,26.661130905151367,30.281917572021484,18.63459014892578,34.009788513183594,4.170782566070557,26.436777114868164,0.590862512588501,23.80124855041504,-9.194450378417969,23.720489501953125,8.287996292114258,7.35964822769165,-17.21127700805664,11.493341445922852,-0.5919260382652283,8.435935020446777,-6.869405269622803,13.855916976928711,-2.645259141921997,12.454832077026367,-5.927077770233154,5.64808464050293,-2.534625768661499,9.759480476379395,-20.05732536315918,7.879691123962402,10.627379417419434,7.106917381286621,-11.436661720275879,5.65504789352417,6.948784351348877,7.557313442230225,-5.169702529907227,7.770481586456299,-0.9796775579452515,5.9477972984313965,5255.497233072917,3174.303184705634,0.010795916430652142,0.0073006427846848965
Christophe,yes_approve,noisy,-393.93856051939287,69.52550036068705,39.103642337379256,67.46645310833053,25.0087218282359,24.301451919376046,16.827770085432835,27.331755103862587,7.091782705396428,23.473174686665022,0.8003289066069256,19.307658448242847,-4.721020510690121,16.933678648552096,3.3570515595092894,6.569031956359997,-6.713474514846395,10.331351650078108,-2.45856559154633,8.790484534100553,-4.854198005499534,12.38663705516378,-4.005192630006106,9.254133796644151,-4.24439847907557,6.0374450270249875,-4.626846133062135,9.327190878214202,-12.426979852239832,8.523181920401573,2.7893053013949904,7.908775256873038,-6.449078931993958,5.544097125490663,1.8922151569480843,5.860436372972144,-1.7608870759193989,5.372539105960387,-1.7314880155157357,4.988964205352238,6851.202674278846,2466.9146758500437,0.013638531157942727,0.008885222607952093
kanisa,confirm_transaction,original,-553.89599609375,85.60675048828125,96.89974975585938,61.81144714355469,3.285799980163574,26.286251068115234,18.45722770690918,31.350093841552734,12.81975269317627,23.033470153808594,6.343276500701904,19.80425262451172,5.141172885894775,23.111766815185547,-13.417630195617676,13.738143920898438,-6.502547264099121,11.253314971923828,20.456575393676758,12.483559608459473,-10.958891868591309,7.403680324554443,-3.3657562732696533,12.582983016967773,-12.975324630737305,12.997659683227539,0.5666481852531433,10.880350112915039,-8.307249069213867,9.070184707641602,-5.015997886657715,7.558708190917969,-20.41314125061035,8.893906593322754,-6.1151814460754395,6.063326358795166,-4.122469425201416,8.494791984558105,-3.651684284210205,5.406402111053467,4278.508537046371,2722.920670019631,0.003931750543415546,0.002648422494530678
kanisa,confirm_transaction,pitch_shifted,-575.9401245117188,79.92475128173828,93.47949981689453,57.40807342529297,-0.9026936292648315,26.99693489074707,23.258018493652344,31.480724334716797,4.554149150848389,20.82488441467285,4.68898344039917,17.953100204467773,-5.237998008728027,19.081735610961914,-12.78622055053711,16.82882308959961,5.860261917114258,12.752236366271973,8.947824478149414,9.359700202941895,-21.517812728881836,8.714418411254883,-4.19614839553833,13.90854549407959,-12.536233901977539,11.995063781738281,-0.7444679737091064,8.348581314086914,-17.79610824584961,8.148186683654785,-11.304461479187012,9.025619506835938,-14.848398208618164,5.510610103607178,7.092958927154541,7.198287487030029,-8.415914535522461,6.312053203582764,2.973768472671509,6.626436710357666,4268.262900075605,2582.476481271816,0.002886928152292967,0.0016559577779844403
kanisa,confirm_transaction,time_stretched,-565.7664184570312,78.75843811035156,92.47258758544922,55.03987121582031,1.418114185333252,23.630277633666992,17.36766242980957,31.912506103515625,10.164950370788574,23.81968116760254,5.802690029144287,17.544607162475586,2.4917898178100586,23.061094284057617,-12.317208290100098,11.96402645111084,-8.322667121887207,10.600289344787598,19.92448616027832,11.105155944824219,-9.373743057250977,7.088023662567139,-3.757844924926758,12.270669937133789,-13.206913948059082,10.595479965209961,0.030925611034035683,9.880621910095215,-6.697149753570557,8.163228034973145,-5.100588321685791,7.489515781402588,-20.964771270751953,8.023962020874023,-6.519386291503906,6.383158206939697,-3.741621494293213,7.8159966468811035,-4.539515018463135,5.170916557312012,4436.262063419118,2538.0009756151794,0.002925128908827901,0.002055324614048004
kanisa,confirm_transaction,noisy,-516.9912503531112,58.39692924747545,67.35334210029755,50.21054871788706,13.825260276796682,21.779309771191958,14.234161760647872,25.73469700208148,9.485212490434836,19.929573529565655,7.3781764355469175,13.925917938802279,2.0186060825686964,16.094435675519634,-9.850423849466733,11.06512874581616,-4.294731985801616,9.911791541582481,12.135073138097374,11.726271048539312,-3.725905321213759,5.927812821406979,-7.111165196943764,9.288770883712642,-8.273288837506538,11.284545631397554,-3.398146850123461,10.268083550249242,-5.134670822977977,6.692959210617263,-8.941291601620353,6.559462288682565,-16.060470494755624,6.940390457981981,-7.646122031029647,4.403775225347023,-3.6800496756612486,6.519192826215842,-6.0137536215918965,5.363103139172878,5738.772287676411,2449.8657119564723,0.003937217330158492,0.0026447226249699664
Christophe,confirm_transaction,original,-372.9049987792969,138.3342742919922,135.3472442626953,56.14888381958008,-6.127707004547119,41.63312911987305,25.840383529663086,21.357805252075195,2.6725988388061523,38.74066162109375,13.670797348022461,18.144641876220703,-6.744383335113525,13.057889938354492,-9.540186882019043,13.01467227935791,-8.007462501525879,11.04981517791748,-1.9868929386138916,8.166607856750488,-7.59017276763916,11.336404800415039,0.9261429905891418,10.239507675170898,-9.69511890411377,7.678165435791016,-0.6207543611526489,8.89088249206543,-9.172493934631348,9.731518745422363,-1.1209546327590942,7.397889614105225,-2.0693752765655518,7.476262092590332,-4.639102935791016,7.642913341522217,-8.330934524536133,8.35573959350586,-2.3938064575195312,7.21309757232666,2738.9115767045455,1926.9893950620014,0.02347518689930439,0.017294572666287422
Christophe,confirm_transaction,pitch_shifted,-384.2237854003906,134.53994750976562,125.35454559326172,52.852088928222656,-7.648001670837402,39.22022247314453,24.689697265625,24.113637924194336,-3.0915334224700928,34.38725662231445,10.243949890136719,12.065547943115234,-17.28858757019043,15.622847557067871,-8.0527982711792,11.00781536102295,-7.948486328125,12.220857620239258,-3.447524070739746,8.943156242370605,-6.928579330444336,9.51187515258789,-1.85140061378479,7.0228471755981445,-9.955595016479492,10.738297462463379,-0.9583752155303955,11.41038990020752,-9.313969612121582,8.241446495056152,1.0663602352142334,6.8327250480651855,-12.44704532623291,7.1828155517578125,-6.472006797790527,5.779256820678711,-6.6414995193481445,6.277647018432617,-5.224422454833984,7.7101593017578125,3151.398259943182,2010.6904763785267,0.016729706898331642,0.012410648167133331
